Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-0.9935732496798374,-0.810756466060034,0.654499424426534,2.21725732574556,0.104341351434792,-0.286800770532448,0.117832509743492,0.287551850910432,-0.73646133072427,0.69909221431486,-0.625572559146336,-0.767733063221959,-0.424145670048242,-1.68329567969539,-0.283895916398558,-0.394812763905434,-0.235163973893841,-0.120244691044794,-0.331525944084621,-1.54027379800996,-0.455075511908989,0.938193556303692,0.571650760282813,-0.101609212634379,0.363928210745821,-0.170947474119312,-0.471523674341906,0.0589577209903834,-0.0791572820726572,0.1309198215056859,0
-0.9907652180043002,1.11958886579381,1.13158607341127,-1.53301067790265,1.54522340321799,0.929387735470615,-1.15834960047811,0.589693926369516,-0.0934117631614227,-0.66077819303452,-1.41981156779534,2.85051333038297,0.132304786444557,-0.705828907695336,-3.05252175087868,0.656470677749428,0.902177741106774,2.8341948307536,1.36874564733143,-0.985134758435463,-0.062494978239096,-0.114062902718563,-0.283534483947395,-0.17351293600988,-0.111815908947854,0.707683833896674,-0.294680861258754,0.0474056083545953,0.0869887760995536,-0.0865841370375701,0
-0.9867822776779104,1.17429654055691,0.180652351644322,0.513432323043449,0.450884405413441,-0.19799746773314,-0.186937916472604,-0.0904651833720912,0.0565953723295291,-0.281110702427538,0.0467506845228249,1.77318494387425,1.36327924719568,0.626027954256511,0.381556059966854,0.537938405446048,0.187857526577106,-0.419775323346428,-0.546168055582241,-0.189936332593635,-0.0869058751781591,-0.173352475709868,-0.484002897752208,0.1481738915188,0.0240413718184475,0.128742963010139,0.105540586160995,-0.0137160654783633,0.0063349716359329,-0.2767381603569886,0
-0.9815186869220918,0.943692379025228,-0.489019453440475,1.11510850412892,1.79299074378564,-0.907560195618812,0.590245827327751,-0.541050487254898,0.350322921815842,1.46646860918956,-0.40593456770887,-1.35767914001418,0.200688818527569,-1.72947829396949,-0.433194310636701,-1.53309624846854,-1.06823974262367,0.860803790224505,-1.15857602585335,0.162102776820893,-0.161174543065163,-0.390161482340145,-0.877142122446845,0.0407211292089853,0.0447740954727097,0.350271549514625,-0.512230809312012,0.0684635956648061,0.0377574564219723,0.8536778465524688,0
-0.981095719807785,-0.471002923412452,1.06575808272621,0.949690414808948,0.76286833411485,0.948486150211434,1.18451797485188,0.679079270400997,0.14154130222042,-0.0873386297271834,0.592583626935683,-0.0692743783989519,0.177661175956545,-0.285336762633915,-0.0984534637572818,-0.311651432320038,-0.71846159163848,-0.213142205668306,0.243644154850872,1.50184224716038,0.352094363728263,-0.163400480627465,0.119456819011456,-0.367939809634111,-1.33990258796199,0.0756440698647802,-0.17860937574277,0.371798482249155,0.0128730959195393,-0.1644594789117604,0
-0.9809547307696826,-0.589153288421997,0.756574341561263,1.34856028956124,-1.48967017903969,0.0462954472436991,-0.804691987327843,0.780204742493069,-0.330465093094211,1.06825059462539,0.431670985672937,-0.99652518571521,-1.23134258332289,-1.62451425956496,-0.340315198997066,0.828246673748578,0.67604764848634,-1.01763740616785,-0.0807792008885377,-0.599915455226578,0.317143261738045,-0.324496751807276,-0.48602217178527,-0.130672465586217,-0.165253917422233,-0.189634839098896,0.713831692479057,0.0465137554426992,-0.262554871356314,-0.2719879084496905,0
-0.9801440438005944,-1.42796569394102,0.351241983719456,1.63738620415883,-1.02698272410463,-0.0065815699011235,-1.07171871881429,-0.0319899989980026,0.461655276925133,-0.449002505073852,-1.24161733423451,-0.0225680970714258,0.623189145539509,0.570499648016848,0.265286575965656,0.695617661743144,0.314231600234853,-0.106026797975399,-0.910477060289406,-1.12362283918598,-0.0287953384303365,0.0959229349845288,-0.0908941390152729,-0.032554098621925,0.457895950839987,-0.238774736023708,0.749889255778441,-0.11213045834271,-0.07118096049619,-0.2279401180365625,0
-0.9727891156462584,-0.744899239177975,0.518015516252582,1.04583613180447,-2.1577847887272,-0.510948892492253,-0.93050792906263,1.39628195100356,-0.255562787763436,0.332878536946905,-1.4993331527186,1.50265186877863,1.24881818574107,0.150661333410811,0.331334670805566,0.0666558558979219,-0.196154897060128,-0.799603321325165,0.536626806041407,-0.13070608260438,-0.15594416560401,0.273033534948254,0.816936121162734,-0.206088222529826,0.573777678271783,0.149398277336758,-0.877989288063701,0.0652863470701586,0.0899550613917415,1.6652511875629767,0
-0.96147474533855,1.21842066536779,0.369931849554064,0.295800687928132,1.1235092893775,-0.225577672038006,-0.947509641801905,0.281314671809121,-0.274407152424906,-0.118925913509186,-0.0107212305356955,-0.279914328619261,0.540113052513672,0.659578812487413,0.261022250843339,0.848856309503014,0.0194638143529242,-0.463045792757269,-0.230237309726994,-0.379810682292118,-0.073949433055824,0.0433844078056174,0.173668540992244,-0.118821511913401,0.416719832061202,0.704854272785431,-0.332106259508381,0.0154782801170019,0.0241623585343504,-0.0461350223117892,0
-0.956880852513717,1.21801236675078,-0.121333115518781,0.273478584511319,-0.0999318903029882,-0.692560811882591,-1.0166836447415,-0.0978229924803038,-0.0964506033658471,0.0767557301613092,0.0219275070214679,1.45996579387442,0.43336229801775,-0.931312613591064,0.653694895088312,0.457808468484809,0.324418934486443,-0.398849934081288,0.194362756108518,0.211877244791391,-0.0897975659778787,0.147413944477214,0.362393496511464,-0.091154361695817,0.608483790723045,0.369616755390973,1.15191828756527,-0.102829130230057,-0.0098445430917751,-0.0173456168130127,0
-0.9528039194952592,1.42111673441674,-0.651173195000952,-0.903626901101665,-1.62464602864717,1.46836238752694,3.27106489455992,-1.18395728127335,0.713011043697724,0.361313480846654,0.286781428158573,1.00937340039816,-3.1737595139633,1.86735108437523,1.41021433100277,0.258569758368999,1.53225636711124,0.445763060495104,-0.86792846601481,0.769851475477456,0.201218355130151,-0.284310227160404,-0.892858219403921,0.0902629084726595,0.919496074788221,0.3607866285565,-0.507290039898088,-0.0179967865960265,0.0136588215327873,0.1515042464373111,0
-0.952662930457157,1.45834421189785,-0.58965707563618,-0.882019269322634,-1.64029919629431,1.48736735910924,3.26413025919416,-1.20952820272254,0.718012646919134,0.363583219953061,0.295756699185179,1.00909731629199,-3.17455322060475,1.86391550120791,1.40585167979038,0.25614560285433,1.52971475934672,0.445191760954296,-0.871876643670444,0.776006125371585,0.161975765665033,-0.295986514474861,-0.882687743394398,0.107247476865704,0.918507283348499,0.367862099992888,-0.505234850323594,-0.014355778864283,0.0103035727650319,-0.1258816755434,0
-0.9444855662472242,-2.30334956758553,1.759247460267,-0.359744743330052,2.33024305053917,-0.821628328375422,-0.0757875706194599,0.562319782266954,-0.399146578487216,-0.238253367661746,-1.52541162656194,2.03291215755072,-6.56012429505962,0.0229373234890961,-1.47010153611197,-0.698826068579047,-2.28219382856251,-4.78183085597533,-2.61566494476124,-1.33444106667307,-0.430021867171611,-0.294166317554753,-0.932391057274991,0.172726295799422,-0.0873295379700724,-0.156114264651172,-0.542627889040196,0.0395659889264757,-0.153028796529788,3.14848135885994,1
